"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad"
frasco-redondo-de-vidrio-linea-guna-cobre-89x108cm-055l;"FRASCO REDONDO DE VIDRIO LINEA GUNA COBRE 8,9X10,8CM 0,55L";"HOGAR > FRASCOS DE VIDRIO";;;;;;;751.29;601.03;0.10;10.00;10.00;10.00;3;117A46;;SI;NO;"<p>FRASCO REDONDO DE VIDRIO LINEA GUNA COBRE 8,9X10,8CM</p>

<p>LINEA 0,55L</p>
";;;;;SI;;;
frasco-oval-de-vidrio-linea-guna-cobre-133x10x14cm-1l;"/FRASCO OVAL DE VIDRIO LINEA GUNA COBRE 13,3X10X14CM 1L";"HOGAR > FRASCOS DE VIDRIO";;;;;;;923.99;739.19;0.10;10.00;10.00;10.00;3;117A42;;SI;NO;"<p>/FRASCO OVAL DE VIDRIO LINEA GUNA COBRE 13,3X10X14CM</p>

<p>TAMA&Ntilde;O 1L</p>
";;;;;SI;;;
frasco-oval-de-vidrio-linea-guna-cobre-159x12x165cm-14l;"FRASCO OVAL DE VIDRIO LINEA GUNA COBRE 15,9X12X16,5CM 1,4L";"HOGAR > FRASCOS DE VIDRIO";;;;;;;1,154.99;923.99;0.10;10.00;10.00;10.00;4;117A41;;SI;NO;"<p>FRASCO OVAL DE VIDRIO LINEA GUNA COBRE 15,9X12X16,5CM</p>

<p>TAMA&Ntilde;O 1,4L</p>
";;;;;SI;;;
frasco-oval-de-vidrio-linea-guna-cobre-184x176x19cm-18l;"FRASCO OVAL DE VIDRIO LINEA GUNA COBRE 18,4X17,6X19CM 1,8L";"HOGAR > FRASCOS DE VIDRIO";;;;;;;1,611.49;1,289.19;0.10;10.00;10.00;10.00;4;117A40;;SI;NO;"<p>FRASCO OVAL DE VIDRIO LINEA GUNA COBRE 18,4X17,6X19CM</p>

<p>TAMANO 1,8L</p>
";;;;;SI;;;
frasco-oval-de-vidrio-linea-kotah-bronce-133x10x14cm-1l;"FRASCO OVAL DE VIDRIO LINEA KOTAH BRONCE 13,3X10X14CM - 1L";"HOGAR > FRASCOS DE VIDRIO";;;;;;;1,044.99;835.99;0.10;10.00;10.00;10.00;4;117A18;;SI;NO;"<p>FRASCO OVAL DE VIDRIO LINEA KOTAH BRONCE 13,3X10X14CM -</p>

<p>TAMA&Ntilde;O 1L</p>
";;;;;SI;;;
frasco-oval-de-vidrio-linea-kotah-bronce-159x12x165cm-14l;"FRASCO OVAL DE VIDRIO LINEA KOTAH BRONCE 15,9X12X16,5CM - 1,4L";"HOGAR > FRASCOS DE VIDRIO";;;;;;;1,465.09;1,172.07;0.10;10.00;10.00;10.00;4;"MS117A17 EL STOCK EN GONDOLA DE UDS";;SI;NO;"<p>FRASCO OVAL DE VIDRIO LINEA KOTAH BRONCE 15,9X12X16,5CM - 1,4L</p>
";;;;;SI;;;
mate-pampa-boca-ancha-con-bombilla-color-bordo;"MATE PAMPA BOCA ANCHA CON BOMBILLA COLOR BORDO";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;1,299.00;1,039.20;0.10;10.00;10.00;10.00;1;"MATE PAMPA 010. MERCA SEPA";;SI;NO;"<p>MATE PAMPA BOCA ANCHA CON BOMBILLA COLOR BORDO</p>

<ul style=""padding: 0px 40px; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; font-size: 13px;"">
	<li><strong>TERMICO CON CAMARA DE AIRE</strong></li>
	<li><strong>FACIL EXTRACCION DE YERBA</strong></li>
	<li><strong>NO NECESITA CURADO</strong></li>
	<li><strong>SUPER RESISTENTE</strong></li>
	<li><b>INDUSTRIA ARGENTINA</b></li>
</ul>
";;;;;SI;;;
mate-pampa-boca-angosto-con-bombilla-color-bordo;"MATE PAMPA BOCA ANGOSTO CON BOMBILLA COLOR BORDO";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;1,299.00;1,039.20;0.10;10.00;10.00;10.00;2;"MATE PAMPA 20 MERCA SEPA";;SI;NO;"<p>MATE PAMPA BOCA ANGOSTO CON BOMBILLA COLOR BORDO</p>

<ul style=""padding: 0px 40px; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; font-size: 13px;"">
	<li><strong>TERMICO CON CAMARA DE AIRE</strong></li>
	<li><strong>FACIL EXTRACCION DE YERBA</strong></li>
	<li><strong>NO NECESITA CURADO</strong></li>
	<li><strong>SUPER RESISTENTE</strong></li>
	<li><b>INDUSTRIA ARGENTINA</b></li>
</ul>
";;;;;SI;;;
mate-pampa-boca-angosto-con-bombilla-color-rojo;"MATE PAMPA BOCA ANGOSTO CON BOMBILLA COLOR ROJO";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;1,299.00;1,039.20;0.10;10.00;10.00;10.00;3;"MATEPAMPA 18 MERCA SEPA";;SI;NO;"<p>MATE PAMPA BOCA ANGOSTO CON BOMBILLA COLOR ROJO</p>

<ul style=""padding: 0px 40px; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; font-size: 13px;"">
	<li><strong>TERMICO CON CAMARA DE AIRE</strong></li>
	<li><strong>FACIL EXTRACCION DE YERBA</strong></li>
	<li><strong>NO NECESITA CURADO</strong></li>
	<li><strong>SUPER RESISTENTE</strong></li>
	<li><b>INDUSTRIA ARGENTINA</b></li>
</ul>
";;;;;SI;;;
mate-pampa-boca-ancho-con-bombilla-color-rojo;"MATE PAMPA BOCA ANCHO CON BOMBILLA COLOR ROJO";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;1,299.00;1,039.20;0.10;10.00;10.00;10.00;1;"MATEPAMPA08 MERCA SEPA";;SI;NO;"<p>MATE PAMPA BOCA ANCHO CON BOMBILLA COLOR ROJO</p>

<ul style=""padding: 0px 40px; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; font-size: 13px;"">
	<li><strong>TERMICO CON CAMARA DE AIRE</strong></li>
	<li><strong>FACIL EXTRACCION DE YERBA</strong></li>
	<li><strong>NO NECESITA CURADO</strong></li>
	<li><strong>SUPER RESISTENTE</strong></li>
	<li><b>INDUSTRIA ARGENTINA</b></li>
</ul>
";;;;;SI;;;
mate-pampa-boca-angosta-con-bombilla-color-marron;"MATE PAMPA BOCA ANGOSTA CON BOMBILLA COLOR MARRON";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;1,299.00;1,039.20;0.10;10.00;10.00;10.00;5;"MERCA SEPA";;SI;NO;"<p>MATE PAMPA BOCA ANGOSTA CON BOMBILLA COLOR MARRON</p>

<ul style=""padding: 0px 40px; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; font-size: 13px;"">
	<li><strong>TERMICO CON CAMARA DE AIRE</strong></li>
	<li><strong>FACIL EXTRACCION DE YERBA</strong></li>
	<li><strong>NO NECESITA CURADO</strong></li>
	<li><strong>SUPER RESISTENTE</strong></li>
	<li><b>INDUSTRIA ARGENTINA</b></li>
</ul>
";;;;;SI;;;
mate-pampa-boca-ancha-con-bombilla-color-marron;"MATE PAMPA BOCA ANCHA CON BOMBILLA COLOR MARRON";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;1,299.00;1,039.20;0.10;10.00;10.00;10.00;2;"MERCA SEPA";;SI;NO;"<p>MATE PAMPA BOCA ANCHA CON BOMBILLA COLOR MARRON</p>

<ul style=""padding: 0px 40px; color: rgb(51, 51, 51); font-family: sans-serif, Arial, Verdana, &quot;Trebuchet MS&quot;; font-size: 13px;"">
	<li><strong>TERMICO CON CAMARA DE AIRE</strong></li>
	<li><strong>FACIL EXTRACCION DE YERBA</strong></li>
	<li><strong>NO NECESITA CURADO</strong></li>
	<li><strong>SUPER RESISTENTE</strong></li>
	<li><b>INDUSTRIA ARGENTINA</b></li>
</ul>
";;;;;SI;;;
colador-silicona-plegable-23-cm;"COLADOR SILICONA PLEGABLE 23 CM";"HOGAR > ARTS.DE COCINA";Color;Rojo;;;;;427.39;341.91;0.10;10.00;10.00;10.00;2;SILCOL;;SI;NO;"<p>COLADOR SILICONA PLEGABLE 23 CM</p>
";;;;;SI;;;
colador-silicona-plegable-23-cm;;;Color;Amarillo;;;;;427.39;;0.10;10.00;10.00;10.00;1;;;;;;;;;;;;;
colador-silicona-plegable-23-cm;;;Color;Verde;;;;;427.39;;0.10;10.00;10.00;10.00;1;;;;;;;;;;;;;
colador-silicona-plegable-23-cm;;;Color;Turquesa;;;;;427.39;;0.10;10.00;10.00;10.00;1;;;;;;;;;;;;;
combo-nro-17-5-arts-yerbero-azucarero-mate-individual-pano-home-sweet;"COMBO NRO.17 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PAÑO HOME SWEET";"COMBOS EN SALE!";;;;;;;2,199.99;1,599.99;0.10;10.00;10.00;10.00;1;"CL62BCO-CHUIN194R-CHPACK13(SOLO1) COSTO TEORICO";;NO;NO;"<p>COMBO NRO.17 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PA&Ntilde;O</p>

<p>DISE&Ntilde;O HOME SWEET HOME</p>
";;;;;SI;;;
combo-nro-16-5-arts-yerbero-azucarero-mate-individual-pano-lo-mejor;"COMBO NRO.16 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PAÑO LO MEJOR";"COMBOS EN SALE!";;;;;;;2,199.99;1,599.99;0.10;10.00;10.00;10.00;2;"CL54NEGRO-CHUIN192R-CHUPACK14(SOLO1)COSTO 736,70";;NO;NO;"<p>COMBO NRO.16 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PA&Ntilde;O</p>

<p>DISE&Ntilde;O LO MEJOR ESTA POR VENIR</p>
";;;;;SI;;;
combo-nro-15-5-arts-yerbero-azucarero-mate-individual-pano-te-quiero;"COMBO NRO.15 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PAÑO TE QUIERO";"COMBOS EN SALE!";;;;;;;2,199.99;1,599.99;0.10;10.00;10.00;10.00;2;"CL60BCO-CHUIN193R-CHUPACK16(SOLO1) COSTO 840";;SI;NO;"<p>COMBO NRO.15 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PA&Ntilde;O</p>

<p>DISE&Ntilde;O TE QUIERO UN MONTON</p>
";;;;;SI;;;
combo-nro-14-5-arts-yerbero-azucarero-mate-individual-pano-piensa-cree-suena;"COMBO NRO.14 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PAÑO PIENSA CREE SUEÑA";"COMBOS EN SALE!";;;;;;;2,199.99;1,599.99;0.10;10.00;10.00;10.00;2;"CL64NEGRO-CHUIN191R-CHUPACK15(SOLO1) COSTO 736,70";;SI;NO;"<p>COMBO NRO.14 ** 5 ARTS.// YERBERO-AZUCARERO-MATE-INDIVIDUAL-PA&Ntilde;O</p>

<p>DISE&Ntilde;O PIENSA CREE SUE&Ntilde;A</p>
";;;;;SI;;;
botella-milk-1l-tapa-silicona;"BOTELLA MILK 1L TAPA SILICONA";"HOGAR > BOTELLAS DE VIDRIO";;;;;;;677.60;542.08;0.10;15.00;15.00;15.00;3;019BO5572;;NO;NO;"<p>BOTELLA MILK&nbsp;1L TAPA SILICONA</p>
";;;;;SI;;;
individual-cuerina-home-44x30cm;"INDIVIDUAL CUERINA HOME 44X30CM";"DECORACIÓN > INDIVIDUALES, NOVEDADES";;;;;;;351.51;281.21;0.10;10.00;10.00;10.00;6;"CHUIN194RNEW  MERCA SEPA";;SI;NO;"<p>INDIVIDUAL CUERINA HOME 44X30CM</p>
";;;;;SI;;;
individual-cuerina-te-quiero-44x30cm;"INDIVIDUAL CUERINA TE QUIERO 44X30CM";"DECORACIÓN > INDIVIDUALES";;;;;;;351.51;281.21;0.10;10.00;10.00;10.00;5;"CHUIN193R  MERCA SEPA";;SI;NO;"<p>INDIVIDUAL CUERINA TE QUIERO 44X30CM</p>
";;;;;SI;;;
individual-cuerina-lo-mejor-44x30cm;"INDIVIDUAL CUERINA LO MEJOR 44X30CM";"DECORACIÓN > INDIVIDUALES";;;;;;;351.51;281.21;0.10;10.00;10.00;10.00;6;"CHUIN192R MERCA SEPA";;SI;NO;"<p>INDIVIDUAL CUERINA LO MEJOR 44X30CM</p>
";;;;;SI;;;
individual-cuerina-piensa-44x30cm;"INDIVIDUAL CUERINA PIENSA 44X30CM";"DECORACIÓN > INDIVIDUALES, NOVEDADES";;;;;;;351.51;281.21;0.10;10.00;10.00;10.00;6;"CHUIN191R MERCA SEPA";;SI;NO;"<p>INDIVIDUAL CUERINA PIENSA 44X30CM</p>
";;;;;SI;;;
individual-cuerina-love-44x30cm;"INDIVIDUAL CUERINA LOVE 44X30CM";"DECORACIÓN > INDIVIDUALES";;;;;;;351.51;281.21;0.10;10.00;10.00;10.00;6;"CHUIN190R MERCA SEPA";;SI;NO;"<p>INDIVIDUAL CUERINA LOVE 44X30CM</p>
";;;;;SI;;;
molde-rectangular-gray-granit-37x25-5cm;"MOLDE RECTANGULAR GRAY GRANIT 37X25.5CM";"HOGAR > ARTS.DE REPOSTERÍA";;;;;;;0.00;;0.10;10.00;10.00;10.00;2;;;NO;NO;"<p>MOLDE RECTANGULAR GRAY GRANIT 37X25.5CM</p>
";;;;;SI;;;
wok-antiadherente-linea-granite-26cm;"WOK ANTIADHERENTE LINEA GRANITE 26CM";"HOGAR > SARTENES/OLLAS/HERVIDORES";;;;;;;1,209.99;967.99;0.10;10.00;10.00;10.00;0;119637;;SI;NO;"<p>WOK ANTIADHERENTE LINEA GRANITE 26CM</p>
";;;;;SI;;;
individual-pvc-redondo-calado-negro-38cm;"INDIVIDUAL PVC REDONDO CALADO NEGRO 38CM";"DECORACIÓN > INDIVIDUALES";;;;;;;604.99;483.99;0.10;10.00;10.00;10.00;0;"MS115337  MERCA SEPA";;NO;NO;"<p>INDIVIDUAL PVC REDONDO CALADO NEGRO 38CM</p>
";;;;;SI;;;
infusor-de-te-acero-y-silicona-con-apoya-4x5cm-cm;"INFUSOR DE TE ACERO Y SILICONA CON APOYA 4X5CM CM";"HOGAR > ARTS.DE COCINA";;;;;;;879.89;703.91;0.10;10.00;10.00;10.00;2;"114244 MERCA SEPARADA";;SI;NO;"<p>INFUSOR DE TE ACERO Y SILICONA CON APOYA 4X5CM CM</p>
";;;;;SI;;;
especiero-de-vidrio-y-acero-10cm;"ESPECIERO DE VIDRIO Y ACERO 10CM";"HOGAR > ARTS.DE COCINA";;;;;;;879.20;703.36;0.10;10.00;10.00;10.00;2;BA8279;;SI;NO;"<p>ESPECIERO DE VIDRIO Y ACERO 11CM</p>
";;;;;SI;;;
especiero-cobre-5x7-cm1;"ESPECIERO COBRE 5X7 CM";"HOGAR > ARTS.DE COCINA";;;;;;;947.42;757.94;0.10;10.00;10.00;10.00;4;107189;;SI;NO;"<p>ESPECIERO COBRE 5X7 CM</p>
";;;;;SI;;;
espatula-repostera-curva-de-silicona-cream-mango-de-madera-32-cm1;"ESPATULA REPOSTERA CURVA DE SILICONA CREAM MANGO DE MADERA 32 CM";"HOGAR > UTENSILIOS";;;;;;;951.49;761.19;0.10;10.00;10.00;10.00;7;"101A55 merca sepa";;SI;NO;"<p>ESPATULA REPOSTERA CURVA DE SILICONA CREAM MANGO DE MADERA 32 CM</p>
";;;;;SI;;;
pincel-de-silicona-cream-mango-de-madera-27-cm1;"PINCEL DE SILICONA CREAM MANGO DE MADERA 27 CM";"HOGAR > UTENSILIOS";;;;;;;805.19;644.15;0.10;10.00;10.00;10.00;1;"101a53 MERCA SEPA";;SI;NO;"<p>PINCEL DE SILICONA CREAM MANGO DE MADERA 27 CM</p>
";;;;;SI;;;
cucharon-de-silicona-cream-mango-de-madera-31-cm;"CUCHARON DE SILICONA CREAM MANGO DE MADERA 31 CM";"HOGAR > UTENSILIOS";;;;;;;952.25;761.80;0.10;10.00;10.00;10.00;4;"MS101A52 MERCA SEPA";;SI;NO;"<h1 class=""alteranteFont"" style=""box-sizing: inherit; margin: 0px; padding: 0px 0px 20px; border: 0px; font-size: 26px; font-weight: normal; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-family: Oswald, sans-serif; color: rgb(88, 89, 91);"">CUCHARON DE SILICONA CREAM MANGO DE MADERA 31 CM</h1>
";;;;;SI;;;
espatula-de-silicona-cream-mango-de-madera-32-cm;"ESPATULA DE SILICONA CREAM MANGO DE MADERA 32 CM";"HOGAR > UTENSILIOS";;;;;;;951.49;761.19;0.10;10.00;10.00;10.00;6;"101A51 MERCA SEPA";;SI;NO;"<p>ESPATULA DE SILICONA CREAM MANGO DE MADERA 32 CM</p>
";;;;;SI;;;
pelapapas-de-acero-gris-brillante;"PELAPAPAS DE ACERO GRIS BRILLANTE";"HOGAR > ARTS.DE COCINA";;;;;;;1,007.59;806.07;0.10;10.00;10.00;10.00;2;101A41;;SI;NO;"<h1 class=""alteranteFont"" style=""box-sizing: inherit; margin: 0px; padding: 0px 0px 20px; border: 0px; font-size: 26px; font-weight: normal; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-family: Oswald, sans-serif; color: rgb(88, 89, 91);""><span id=""labelDescripcion"" style=""box-sizing: inherit; margin: 0px; padding: 0px 0px 20px; border: 0px; font-weight: 700; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">PELAPAPAS DE ACERO GRIS BRILLANTE</span></h1>
";;;;;SI;;;
espatula-acanalada-de-silicona-cream-mango-de-madera-32-cm;"ESPATULA ACANALADA DE SILICONA CREAM MANGO DE MADERA 32 CM";"HOGAR > UTENSILIOS";;;;;;;952.25;761.80;0.10;10.00;10.00;10.00;4;"MS101A50 N=MERCA SEPARADA";;SI;NO;"<h1 class=""alteranteFont"" style=""box-sizing: inherit; margin: 0px; padding: 0px 0px 20px; border: 0px; font-size: 26px; font-weight: normal; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-family: Oswald, sans-serif; color: rgb(88, 89, 91);"">ESPATULA ACANALADA DE SILICONA CREAM MANGO DE MADERA 32 CM</h1>
";;;;;SI;;;
cuchara-oval-de-silicona-cream-mango-de-madera-31-cm;"CUCHARA OVAL DE SILICONA CREAM MANGO DE MADERA 31 CM";"HOGAR > UTENSILIOS";;;;;;;952.25;761.80;0.10;10.00;10.00;10.00;4;"MS101A49 MERCA SEPARADA";;SI;NO;"<p>CUCHARA OVAL DE SILICONA CREAM MANGO DE MADERA 31 CM</p>
";;;;;SI;;;
cuchara-de-silicona-cream-mango-de-madera-31-cm;"CUCHARA DE SILICONA CREAM MANGO DE MADERA 31 CM";"HOGAR > UTENSILIOS";;;;;;;951.49;761.19;0.10;10.00;10.00;10.00;3;101A48;;SI;NO;"<p>CUCHARA DE SILICONA CREAM MANGO DE MADERA 31 CM</p>
";;;;;SI;;;
cuchara-para-pasta-de-silicona-cream-mango-de-madera-31-cm;"CUCHARA PARA PASTA DE SILICONA CREAM MANGO DE MADERA 31 CM";"HOGAR > UTENSILIOS";;;;;;;951.49;761.19;0.10;10.00;10.00;10.00;3;101A47;;SI;NO;"<p>CUCHARA PARA PASTA DE SILICONA CREAM MANGO DE MADERA 31 CM</p>
";;;;;SI;;;
cuchara-de-silicona-mango-de-madera-simil-marmol-31x6cm;"CUCHARA DE SILICONA MANGO DE MADERA SIMIL MARMOL 31X6CM";"HOGAR > UTENSILIOS";;;;;;;951.49;761.19;0.10;10.00;10.00;10.00;4;101A27;;SI;NO;"<p>CUCHARA DE SILICONA MANGO DE MADERA SIMIL MARMOL 31X6CM</p>
";;;;;SI;;;
espatula-de-silicona-simil-marmol-30x9cm;"ESPATULA DE SILICONA SIMIL MARMOL 30X9CM";"HOGAR > ARTS.DE COCINA, HOGAR > UTENSILIOS";;;;;;;952.59;762.07;0.10;10.00;10.00;10.00;1;101A18;;SI;NO;"<p>ESPATULA DE SILICONA SIMIL MARMOL 30X9CM</p>
";;;;;SI;;;
pela-papas-arco-de-acero-black-18x5cm;"PELA PAPAS ARCO DE ACERO BLACK 18X5CM";"HOGAR > ARTS.DE COCINA";;;;;;;955.88;764.70;0.10;10.00;10.00;10.00;0;101995;;NO;NO;"<p>PELA PAPAS ARCO DE ACERO BLACK 18X5CM</p>
";;;;;SI;;;
aceitera-de-vidrio-tapa-negra-y-acero-200-ml;"ACEITERA DE VIDRIO TAPA NEGRA Y ACERO 200 ML";"HOGAR > ARTS.DE COCINA";;;;;;;604.99;483.99;0.10;10.00;10.00;10.00;1;502022;;SI;NO;"<p>ACEITERA DE VIDRIO TAPA NEGRA Y ACERO 200 ML</p>
";;;;;SI;;;
salero-rayas-horizontales-chicago-black-50ml;"SALERO RAYAS HORIZONTALES CHICAGO BLACK 50ML";"HOGAR > ARTS.DE COCINA";;;;;;;442.84;354.27;0.10;10.00;10.00;10.00;1;502037;;SI;NO;"<p>SALERO RAYAS HORIZONTALES CHICAGO BLACK 50ML</p>
";;;;;SI;;;
salero-rayas-verticales-chicago-black-50ml;"SALERO RAYAS VERTICALES CHICAGO BLACK 50ML";"HOGAR > ARTS.DE COCINA";;;;;;;442.84;354.27;0.10;10.00;10.00;10.00;1;502036;;SI;NO;"<p>SALERO RAYAS VERTICALES CHICAGO BLACK 50ML</p>
";;;;;SI;;;
salero-bombe-chicago-black-tapa-acanalada-155ml;"SALERO BOMBE CHICAGO BLACK TAPA ACANALADA 155ML";"HOGAR > ARTS.DE COCINA";;;;;;;503.34;402.67;0.10;10.00;10.00;10.00;3;502034;;SI;NO;"<p>SALERO BOMBE CHICAGO BLACK TAPA ACANALADA 155ML</p>
";;;;;SI;;;
salero-torre-chicago-black-70ml;"SALERO TORRE CHICAGO BLACK 70ML";"HOGAR > ARTS.DE COCINA";;;;;;;442.84;354.27;0.10;10.00;10.00;10.00;1;502032;;SI;NO;"<p>SALERO TORRE CHICAGO BLACK 70ML</p>
";;;;;SI;;;
especiero-con-panza-chicago-black-215ml;"ESPECIERO CON PANZA CHICAGO BLACK 215ML";"HOGAR > ARTS.DE COCINA";;;;;;;499.99;399.99;0.10;10.00;10.00;10.00;2;502029;;SI;NO;"<p>ESPECIERO CON PANZA CHICAGO BLACK 215ML</p>
";;;;;SI;;;
especiero-recto-chicago-black-340ml;"ESPECIERO RECTO CHICAGO BLACK 340ML";"HOGAR > ARTS.DE COCINA";;;;;;;640.99;512.79;0.10;10.00;10.00;10.00;0;502028;;NO;NO;"<p>ESPECIERO RECTO CHICAGO BLACK 340ML</p>
";;;;;SI;;;
aceitera-vinagrera-de-vidrio-con-atomizador-135ml;"ACEITERA/VINAGRERA DE VIDRIO CON ATOMIZADOR 135ML";"HOGAR > ARTS.DE COCINA";;;;;;;648.99;519.19;0.10;10.00;10.00;10.00;3;502020;;SI;NO;"<h1 class=""alteranteFont"" style=""box-sizing: inherit; margin: 0px; padding: 0px 0px 20px; border: 0px; font-size: 26px; font-weight: normal; vertical-align: baseline; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; font-family: Oswald, sans-serif; color: rgb(88, 89, 91);"">ACEITERA/VINAGRERA DE VIDRIO CON ATOMIZADOR 135ML&nbsp;</h1>
";;;;;SI;;;
azucarera-de-vidrio-y-acero-135-x-75ml;"AZUCARERA DE VIDRIO Y ACERO 13,5 X 7,5ML";"HOGAR > SET YERBEROS/AZUCARERAS Y MATES";;;;;;;640.19;512.15;0.10;10.00;10.00;10.00;3;107216;;SI;NO;"<p>AZUCARERA DE VIDRIO Y ACERO 13,5 X 7,5ML</p>
";;;;;SI;;;
mesa-arrime-xl-home-office-607030-cm1;"MESA ARRIME XL HOME OFFICE 60*70*30 CM";"MUEBLES > MESAS/ESCRITORIOS";;;;;;;3,099.99;2,479.99;0.50;60.00;70.00;30.00;1;"ARRIME XL OSCURA 70*60*30 COSTO 1000.";;NO;NO;"<p>MESA ARRIME XL HOME OFFICE 60*70*30 CM</p>

<p>MADERA ORINOCO&nbsp;</p>

<p>CA&Ntilde;O HIERRO&nbsp;</p>
";;;;;SI;;;
mesa-arrime-marmol-marquina-negra-40x30x60-altura;"MESA ARRIME MARMOL MARQUINA NEGRA 40X30X60 ALTURA";"MUEBLES > MESAS/ESCRITORIOS";;;;;;;7,499.99;5,999.99;0.50;60.00;30.00;40.00;0;"MARQUINA 40*30*60. COSTO 4090";;NO;NO;"<p>MESA ARRIME MARMOL MARQUINA NEGRA 40X30X60 ALTURA ESP. 1 CM</p>
";;;;;SI;;;
mesa-arrime-marmol-marquina-negra-30x30x60-altura;"MESA ARRIME MARMOL MARQUINA NEGRA 30X30X60 ALTURA";"MUEBLES > MESAS/ESCRITORIOS";;;;;;;5,499.99;4,399.99;0.50;60.00;30.00;30.00;2;"MARMOL MARQUINA 30*30*60. COSTO 3000 MERCA SEPA";;NO;NO;"<p>MESA ARRIME MARMOL MARQUINA NEGRA 30X30X60 ALTURA. 1 CM ESP</p>
";;;;;SI;;;
mesa-arrime-marmol-carrara-40x30x60-altura;"MESA ARRIME MARMOL CARRARA 40X30X60 ALTURA";"MUEBLES > MESAS/ESCRITORIOS";;;;;;;7,499.99;5,999.99;0.50;60.00;30.00;40.00;0;"MARMOL 40*30*60 COSTO 4090";;NO;NO;"<p>MESA ARRIME MARMOL CARRARA 40X30X60 ALTURA ESP. CM&nbsp;</p>
";;;;;SI;;;
mesa-arrime-marmol-carrara-30x30x60-altura;"MESA ARRIME MARMOL CARRARA 30X30X60 ALTURA";"MUEBLES > MESAS/ESCRITORIOS";;;;;;;5,499.99;4,399.99;0.50;60.00;30.00;30.00;0;"MARMOL30*30*60 COSTO 3000";;NO;NO;"<p>MESA ARRIME MARMOL CARRARA 30X30X60 ALTURA ESP.1 CM</p>

<p>&nbsp;</p>
";;;;;SI;;;
guante-de-silicona-21x17cm;"GUANTE DE SILICONA 21X17CM";"HOGAR > ARTS.DE REPOSTERÍA";;;;;;;746.62;597.30;0.10;10.00;10.00;10.00;3;"SILGUA MERCA SEPA";;SI;NO;"<p>GUANTE DE SILICONA&nbsp; 21X17CM</p>
";;;;;SI;;;
molde-de-silicona-para-budin-21x10cm;"MOLDE DE SILICONA PARA BUDIN 21X10CM";"HOGAR > ARTS.DE REPOSTERÍA";Color;Rosa;;;;;1,150.79;920.63;0.10;10.00;10.00;10.00;2;;;SI;NO;"<p>MOLDE DE SILICONA PARA BUDIN&nbsp; 21X10CM</p>
";;;;;SI;;;
molde-de-silicona-para-budin-chico-12x8cm;"MOLDE DE SILICONA PARA BUDIN CHICO 12X8CM";"HOGAR > ARTS.DE REPOSTERÍA";Color;Rosa;;;;;396.00;316.80;0.10;10.00;10.00;10.00;0;;;NO;NO;"<p>MOLDE DE SILICONA PARA BUDIN CHICO 12X8CM</p>
";;;;;SI;;;
